2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-27T20:17:34.394822939Z [error] 2026-04-27 20:17:34,116 WARNING [basis_state] Failed to fetch history for stablecoin:STEAKUSDC
2026-04-27T20:17:34.394827201Z [error] 2026-04-27 20:17:34,116 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/MIM params={'format': 'json'}
2026-04-27T20:17:34.394835527Z [error] 2026-04-27 20:17:34,150 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/MIM?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.394840948Z [error] 2026-04-27 20:17:34,151 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/MIM 429 (56 bytes)
2026-04-27T20:17:34.394844350Z [error] 2026-04-27 20:17:34,151 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.394847560Z [error] 2026-04-27 20:17:34,151 WARNING [basis_state] Failed to fetch history for stablecoin:MIM
2026-04-27T20:17:34.396769909Z [error] 2026-04-27 20:17:34,297 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.396774340Z [error] 2026-04-27 20:17:34,297 WARNING [basis_state] Failed to fetch history for stablecoin:SDOLA
2026-04-27T20:17:34.396777403Z [error] 2026-04-27 20:17:34,298 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/BUSD0 params={'format': 'json'}
2026-04-27T20:17:34.396780616Z [error] 2026-04-27 20:17:34,347 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/BUSD0?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.396785469Z [error] 2026-04-27 20:17:34,347 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/BUSD0 429 (56 bytes)
2026-04-27T20:17:34.396789107Z [error] 2026-04-27 20:17:34,347 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.396792553Z [error] 2026-04-27 20:17:34,348 WARNING [basis_state] Failed to fetch history for stablecoin:BUSD0
2026-04-27T20:17:34.396795632Z [error] 2026-04-27 20:17:34,348 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/OUSD params={'format': 'json'}
2026-04-27T20:17:34.396798646Z [error] 2026-04-27 20:17:34,376 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/OUSD?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.396801923Z [error] 2026-04-27 20:17:34,376 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/OUSD 429 (56 bytes)
2026-04-27T20:17:34.396805627Z [error] 2026-04-27 20:17:34,376 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.396808924Z [error] 2026-04-27 20:17:34,376 WARNING [basis_state] Failed to fetch history for stablecoin:OUSD
2026-04-27T20:17:34.398212584Z [error] 2026-04-27 20:17:34,376 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX params={'format': 'json'}
2026-04-27T20:17:34.473470843Z [error] 2026-04-27 20:17:34,470 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.473477458Z [error] 2026-04-27 20:17:34,470 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FRAX 429 (56 bytes)
2026-04-27T20:17:34.473483117Z [error] 2026-04-27 20:17:34,470 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.473486761Z [error] 2026-04-27 20:17:34,470 WARNING [basis_state] Failed to fetch history for stablecoin:FRAX
2026-04-27T20:17:34.473490363Z [error] 2026-04-27 20:17:34,470 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/sUSD params={'format': 'json'}
2026-04-27T20:17:34.498747175Z [error] 2026-04-27 20:17:34,496 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/sUSD?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.500780410Z [error] 2026-04-27 20:17:34,497 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/sUSD 429 (56 bytes)
2026-04-27T20:17:34.500786806Z [error] 2026-04-27 20:17:34,497 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.500790523Z [error] 2026-04-27 20:17:34,497 WARNING [basis_state] Failed to fetch history for stablecoin:sUSD
2026-04-27T20:17:34.500793941Z [error] 2026-04-27 20:17:34,497 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) params={'format': 'json'}
2026-04-27T20:17:34.551702571Z [error] 2026-04-27 20:17:34,549 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD%20(BTTC%20bridge)?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.551707639Z [error] 2026-04-27 20:17:34,549 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) 429 (56 bytes)
2026-04-27T20:17:34.551711183Z [error] 2026-04-27 20:17:34,549 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.551714923Z [error] 2026-04-27 20:17:34,549 WARNING [basis_state] Failed to fetch history for stablecoin:USDD (BTTC bridge)
2026-04-27T20:17:34.551718085Z [error] 2026-04-27 20:17:34,549 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RAI params={'format': 'json'}
2026-04-27T20:17:34.701686809Z [error] 2026-04-27 20:17:34,699 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RAI?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.703660205Z [error] 2026-04-27 20:17:34,700 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RAI 429 (56 bytes)
2026-04-27T20:17:34.703663820Z [error] 2026-04-27 20:17:34,700 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.703666687Z [error] 2026-04-27 20:17:34,700 WARNING [basis_state] Failed to fetch history for stablecoin:RAI
2026-04-27T20:17:34.703669739Z [error] 2026-04-27 20:17:34,700 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURE params={'format': 'json'}
2026-04-27T20:17:34.728137442Z [error] 2026-04-27 20:17:34,725 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURE?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.728143669Z [error] 2026-04-27 20:17:34,725 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURE 429 (56 bytes)
2026-04-27T20:17:34.728148592Z [error] 2026-04-27 20:17:34,725 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.728152154Z [error] 2026-04-27 20:17:34,725 WARNING [basis_state] Failed to fetch history for stablecoin:EURE
2026-04-27T20:17:34.728155290Z [error] 2026-04-27 20:17:34,725 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURS params={'format': 'json'}
2026-04-27T20:17:34.933923812Z [error] 2026-04-27 20:17:34,931 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURS?format=json "HTTP/1.1 429 "
2026-04-27T20:17:34.936395027Z [error] 2026-04-27 20:17:34,932 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURS 429 (56 bytes)
2026-04-27T20:17:34.936400921Z [error] 2026-04-27 20:17:34,932 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:34.936405090Z [error] 2026-04-27 20:17:34,932 WARNING [basis_state] Failed to fetch history for stablecoin:EURS
2026-04-27T20:17:34.936408236Z [error] 2026-04-27 20:17:34,932 INFO [basis_state] 7d changes computed for 35 entities
2026-04-27T20:41:15.891328534Z [info] INFO:     100.64.0.9:53458 - "GET / HTTP/1.1" 200 OK
2026-04-27T20:41:15.891338291Z [info] INFO:     100.64.0.20:28890 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T20:52:25.684669728Z [info] INFO:     100.64.0.10:21484 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T21:03:35.388642570Z [info] INFO:     100.64.0.54:45962 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-27T21:03:36.751856267Z [info] INFO:     100.64.0.43:18660 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-27T21:47:19.220335888Z [info] INFO:     100.64.0.3:33078 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T22:51:45.788198509Z [info] INFO:     100.64.0.5:42228 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T23:09:56.865089132Z [info] INFO:     100.64.0.51:61444 - "GET / HTTP/1.1" 200 OK
2026-04-27T23:26:26.796104564Z [info] INFO:     100.64.0.21:32200 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-27T23:43:26.816290872Z [info] INFO:     100.64.0.9:33886 - "GET /.env HTTP/1.1" 404 Not Found
2026-04-27T23:55:16.515775469Z [info] INFO:     100.64.0.21:49676 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T01:12:16.821097690Z [info] INFO:     100.64.0.8:55504 - "GET / HTTP/1.1" 200 OK
2026-04-28T01:59:18.705041589Z [info] INFO:     100.64.0.4:61480 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T03:02:21.668199575Z [info] INFO:     100.64.0.34:52754 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T03:51:53.596961130Z [info] INFO:     100.64.0.35:10898 - "GET / HTTP/1.1" 200 OK
2026-04-28T04:04:43.461832474Z [info] INFO:     100.64.0.18:12616 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T05:05:14.967020379Z [info] INFO:     100.64.0.21:46858 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T05:12:15.422992411Z [info] INFO:     100.64.0.25:54300 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:02:28.750367427Z [info] INFO:     100.64.0.52:38210 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:07:08.380048669Z [info] INFO:     100.64.0.47:59602 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:07:08.380054245Z [info] INFO:     100.64.0.47:59602 - "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380058074Z [info] INFO:     100.64.0.39:55458 - "GET //xmlrpc.php?rsd HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380061875Z [info] INFO:     100.64.0.47:59602 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:07:08.380065372Z [info] INFO:     100.64.0.32:21286 - "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380069008Z [info] INFO:     100.64.0.32:21286 - "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380072549Z [info] INFO:     100.64.0.32:21286 - "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380076348Z [info] INFO:     100.64.0.31:19590 - "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380079921Z [info] INFO:     100.64.0.31:19590 - "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380083481Z [info] INFO:     100.64.0.47:59602 - "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380087043Z [info] INFO:     100.64.0.32:21286 - "GET //2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380090293Z [info] INFO:     100.64.0.31:19590 - "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380093491Z [info] INFO:     100.64.0.32:21286 - "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380097079Z [info] INFO:     100.64.0.31:19590 - "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380099977Z [info] INFO:     100.64.0.32:21286 - "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.380103022Z [info] INFO:     100.64.0.47:59602 - "GET //media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.382013457Z [info] INFO:     100.64.0.32:21286 - "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.382020238Z [info] INFO:     100.64.0.47:59602 - "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.382026121Z [info] INFO:     100.64.0.47:59602 - "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:08.382029876Z [info] INFO:     100.64.0.31:19590 - "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T06:07:38.382937939Z [info] INFO:     100.64.0.4:11328 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T06:21:18.879984672Z [info] INFO:     100.64.0.23:44578 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:27:49.310264855Z [info] INFO:     100.64.0.27:32938 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:41:40.244281437Z [info] INFO:     100.64.0.24:54884 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:49:39.945041638Z [info] INFO:     100.64.0.50:11782 - "GET / HTTP/1.1" 200 OK
2026-04-28T06:57:10.230453488Z [info] INFO:     100.64.0.20:19764 - "GET / HTTP/1.1" 200 OK
2026-04-28T07:16:21.380620684Z [info] INFO:     100.64.0.12:58536 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T07:36:41.663786199Z [info] INFO:     100.64.0.15:30396 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109634457Z [info] INFO:     100.64.0.46:57696 - "GET /.aws/credentials HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109641343Z [info] INFO:     100.64.0.32:17172 - "GET /info.php HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109646094Z [info] INFO:     100.64.0.32:17178 - "GET /phpinfo.php HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109650909Z [info] INFO:     100.64.0.41:17834 - "GET /.aws/config HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109654471Z [info] INFO:     100.64.0.32:17192 - "GET /.env HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109658746Z [info] INFO:     100.64.0.45:41548 - "GET /.env.prod HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109663229Z [info] INFO:     100.64.0.45:41554 - "GET /i.php HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109667458Z [info] INFO:     100.64.0.38:44850 - "GET / HTTP/1.1" 200 OK
2026-04-28T08:10:53.109671161Z [info] INFO:     100.64.0.46:57708 - "GET /.docker/config.json HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109674552Z [info] INFO:     100.64.0.44:54638 - "GET /test.php HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109678984Z [info] INFO:     100.64.0.47:30286 - "GET /php.php HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109684768Z [info] INFO:     100.64.0.47:30300 - "GET /.env.local HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109689810Z [info] INFO:     100.64.0.42:29260 - "GET /.aws/credentials HTTP/1.1" 404 Not Found
2026-04-28T08:10:53.109693610Z [info] INFO:     100.64.0.53:53368 - "GET / HTTP/1.1" 200 OK
2026-04-28T08:10:53.109697750Z [info] INFO:     100.64.0.55:17420 - "GET /.env.production HTTP/1.1" 404 Not Found
2026-04-28T08:18:32.785799800Z [info] INFO:     100.64.0.44:22888 - "GET / HTTP/1.1" 200 OK
2026-04-28T08:18:32.785805324Z [info] INFO:     100.64.0.38:39852 - "GET /classify HTTP/1.1" 200 OK
2026-04-28T08:18:32.785808808Z [error] 2026-04-28 08:18:28,136 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 200 "
2026-04-28T08:18:32.785812937Z [error] 2026-04-28 08:18:28,605 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-28T08:18:32.785816860Z [error] 2026-04-28 08:18:31,894 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 200 "
2026-04-28T08:18:35.017108713Z [error] 2026-04-28 08:18:35,013 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC "HTTP/1.1 200 "
2026-04-28T08:18:36.140794023Z [error] 2026-04-28 08:18:36,138 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/wallets/0x464C71f6c2F760DdA6093dCB91C24c39e5d6e18c/profile?format=json "HTTP/1.1 200 "
2026-04-28T08:18:36.179949698Z [error] 2026-04-28 08:18:36,176 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/abc123/verify "HTTP/1.1 400 "
2026-04-28T08:18:36.637159169Z [error] 2026-04-28 08:18:36,619 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores/USDC "HTTP/1.1 404 "
2026-04-28T08:18:36.637165304Z [info] INFO:     100.64.0.47:25244 - "GET /api/health HTTP/1.1" 200 OK
2026-04-28T08:18:37.193095557Z [info] INFO:     100.64.0.32:17796 - "GET /portfolio HTTP/1.1" 200 OK
2026-04-28T08:18:37.948292514Z [info] INFO:     100.64.0.53:38328 - "GET /terms HTTP/1.1" 200 OK
2026-04-28T08:18:38.703840541Z [info] INFO:     100.64.0.43:19658 - "GET /monitor HTTP/1.1" 200 OK
2026-04-28T08:18:39.649739882Z [info] INFO:     100.64.0.47:25244 - "GET /lenses HTTP/1.1" 200 OK
2026-04-28T08:41:10.117664647Z [info] INFO:     100.64.0.36:53736 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T09:45:03.486568378Z [info] INFO:     100.64.0.9:25270 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T10:17:58.347770476Z [info] INFO:     100.64.0.27:22952 - "GET / HTTP/1.1" 200 OK
2026-04-28T10:50:50.507712203Z [info] INFO:     100.64.0.9:29032 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T10:55:50.147792895Z [info] INFO:     100.64.0.34:29784 - "GET /wp-json/gravitysmtp/v1/tests/mock-data?page=gravitysmtp-settings HTTP/1.1" 404 Not Found
2026-04-28T10:55:50.147798146Z [info] INFO:     100.64.0.2:34060 - "GET /wp-json/gravitysmtp/v1/tests/mock-data?page=gravitysmtp-settings HTTP/1.1" 404 Not Found
2026-04-28T11:00:50.172732655Z [info] INFO:     100.64.0.40:28110 - "GET / HTTP/1.1" 200 OK
2026-04-28T11:00:50.172737130Z [info] INFO:     100.64.0.40:28110 - "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:50.172740715Z [info] INFO:     100.64.0.54:19920 - "GET //xmlrpc.php?rsd HTTP/1.1" 404 Not Found
2026-04-28T11:00:50.172744255Z [info] INFO:     100.64.0.40:28110 - "GET / HTTP/1.1" 200 OK
2026-04-28T11:00:50.499067399Z [info] INFO:     100.64.0.40:28110 - "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:50.616804464Z [info] INFO:     100.64.0.54:19920 - "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.135372777Z [info] INFO:     100.64.0.53:42910 - "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.135382066Z [info] INFO:     100.64.0.54:19920 - "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.249349810Z [info] INFO:     100.64.0.53:42910 - "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.352715559Z [info] INFO:     100.64.0.53:42910 - "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.484787045Z [info] INFO:     100.64.0.54:19920 - "GET //2020/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:51.643049982Z [info] INFO:     100.64.0.53:42910 - "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:52.104532065Z [info] INFO:     100.64.0.53:42910 - "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:52.104540168Z [info] INFO:     100.64.0.40:28110 - "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:52.208711430Z [info] INFO:     100.64.0.54:19920 - "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:52.313327358Z [info] INFO:     100.64.0.54:19920 - "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:52.633099946Z [info] INFO:     100.64.0.54:19920 - "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:53.278941579Z [info] INFO:     100.64.0.40:28110 - "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:00:53.497928640Z [info] INFO:     100.64.0.39:14232 - "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-28T11:19:24.223361763Z [info] INFO:     100.64.0.51:30582 - "GET / HTTP/1.1" 200 OK
2026-04-28T11:53:25.642973474Z [info] INFO:     100.64.0.4:37798 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T12:24:16.724761629Z [info] INFO:     100.64.0.22:46044 - "GET / HTTP/1.1" 200 OK
2026-04-28T12:40:06.567342053Z [info] INFO:     100.64.0.17:54104 - "GET / HTTP/1.1" 200 OK
2026-04-28T12:58:08.800704817Z [info] INFO:     100.64.0.8:44136 - "GET / HTTP/1.1" 200 OK
2026-04-28T13:01:08.987966346Z [info] INFO:     100.64.0.20:54672 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T13:04:18.640766427Z [info] INFO:     100.64.0.38:16600 - "GET / HTTP/1.1" 200 OK
2026-04-28T14:03:12.096861141Z [info] INFO:     100.64.0.54:12726 - "GET / HTTP/1.1" 200 OK
2026-04-28T14:03:12.096867149Z [info] INFO:     100.64.0.41:33794 - "GET / HTTP/1.1" 200 OK
2026-04-28T14:08:11.756007948Z [info] INFO:     100.64.0.20:23022 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T14:20:22.209790731Z [info] INFO:     100.64.0.26:25966 - "GET / HTTP/1.1" 200 OK
2026-04-28T15:13:57.949355943Z [info] INFO:     100.64.0.21:41508 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T16:06:50.557843380Z [info] INFO:     100.64.0.31:13874 - "GET /wp-includes/css/buttons.css HTTP/1.1" 404 Not Found
2026-04-28T16:20:06.251802567Z [info] INFO:     100.64.0.15:14686 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T16:32:53.771245020Z [info] INFO:     100.64.0.26:40750 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-28T17:22:35.228993465Z [info] INFO:     100.64.0.18:56800 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T18:26:11.819129230Z [info] INFO:     100.64.0.18:58946 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T18:43:07.203442634Z [info] INFO:     100.64.0.54:46584 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-28T18:43:07.203448528Z [info] INFO:     100.64.0.54:46584 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-28T18:59:22.476677566Z [info] INFO:     100.64.0.10:36166 - "HEAD / HTTP/1.1" 405 Method Not Allowed
2026-04-28T19:31:34.268695594Z [info] INFO:     100.64.0.14:38016 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T20:14:50.366882681Z [info] INFO:     100.64.0.37:23920 - "GET / HTTP/1.1" 200 OK
2026-04-28T20:31:16.740262189Z [info] INFO:     100.64.0.7:37246 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T21:29:12.813329163Z [info] INFO:     100.64.0.21:55506 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T22:23:45.983073815Z [info] INFO:     100.64.0.4:50202 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T22:49:06.886756144Z [info] INFO:     100.64.0.32:37886 - "GET / HTTP/1.1" 200 OK
2026-04-28T23:24:53.547568211Z [info] INFO:     100.64.0.34:43748 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-28T23:41:30.728420699Z [info] INFO:     100.64.0.50:14332 - "GET / HTTP/1.1" 200 OK
2026-04-29T00:05:21.371495755Z [info] INFO:     100.64.0.18:41532 - "GET / HTTP/1.1" 200 OK
